,video_id,time,channelId,viewCount,likeCount,commentCount
0,br0Yv4mmdNw,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,367196,10776,400
1,nFZKL6Y8FNE,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,773423,19274,663
2,8zXff3Bj17E,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,479382,14279,610
3,wcYTxV2FUMM,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,635121,19616,666
4,hV462re6vWY,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,650183,19959,730
5,cPlfRfHAzl4,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,32705,1294,70
6,Jv2Eoj-qGXI,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,39410,1290,90
7,Nx11ExSQdd8,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,85561,2723,123
8,zqB1oZ_tjVI,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,94323,2446,154
9,2U8rXzuWRM4,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,268779,8212,255
10,0ix9KfGLJJg,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,161025,4022,184
11,9274H6ypjSo,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,473186,11689,276
12,CicNr3noyMM,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,974359,22174,518
13,fB8dHO7H0YI,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,426767,9823,332
14,1Bh4Qplb208,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,473066,11262,422
15,4rjGpXMptqs,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,713657,11947,270
16,KQRzz3AQXqA,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,1268084,17017,321
17,LPGyHqdQP_8,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,1089130,14007,478
18,SYJzX2XqSw8,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,948513,12285,285
19,gt2Gr2eeKJA,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,1549620,22512,375
20,mOFOwz5jXgk,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,878073,10344,212
21,mdmYVozAk3A,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,402723,9180,199
22,zhGmGgQ6a1c,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,727263,9073,238
23,97eic8prQt8,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,1567822,25975,678
24,2wOr8Mlb058,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,590839,14649,620
25,EspLsJST0oM,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,2679536,35553,1106
26,_m9iczZHd_M,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,609380,18299,570
27,J5tQTdcqguU,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,456223,14235,1702
28,S_lUVKiAGkE,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,5361680,77157,2608
29,t63eX1mEMzo,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,1592866,36544,1349
30,nlV-hmwQST8,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,3470595,67247,1973
31,IBvR6FATUPQ,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,1097695,26179,1422
32,-yOxVTcMX1k,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,1786880,80582,2087
33,bFZgn7ZYlgY,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,98841,6240,202
34,Xbe5T2bqWHk,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,11193459,112950,2017
35,xJbjJznXtkE,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,7564998,106777,3784
36,rxLeNe7-9oE,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,1853016,20806,536
37,Khfe9ExY7-g,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,5001406,44744,833
38,wMfqKemmURU,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,2038191,31273,622
39,SUbI4-JlkWE,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,1316724,21451,586
40,wmc6irOV58A,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,1740271,26963,797
41,Ebc0f2MPyTU,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,11935222,103770,2039
42,l-CuM6bUVQ0,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,12728438,128889,2966
43,FyBWQgefyFk,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,3914155,57813,1586
44,mYz9PglBGmc,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,8676420,108234,2889
45,rqGyVXuLpuc,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,5977082,100120,2219
46,12ymDx5dyso,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,8302267,86410,2226
47,1UxbwgtHtdk,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,1438092,23530,598
48,YjRTC-HUM74,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,15741808,143798,3097
49,0Dm8BIq2-7g,2022-11-12 17:22:52.902541,UC1I-wWC6QxyoV1vdAuAUGDw,1012233,22117,577
50,-r8g2IvJDB8,2022-11-12 17:22:53.334291,UC1I-wWC6QxyoV1vdAuAUGDw,3176852,51866,1324
51,Q8crrXZnBvg,2022-11-12 17:22:53.334291,UC1I-wWC6QxyoV1vdAuAUGDw,22162572,190662,3653
52,3comnDkspb4,2022-11-12 17:22:53.334291,UC1I-wWC6QxyoV1vdAuAUGDw,3709425,40460,890
53,vuZJZD9Hoxk,2022-11-12 17:22:53.334291,UC1I-wWC6QxyoV1vdAuAUGDw,54598,1885,101
54,rkDMS3LsenI,2022-11-12 17:22:53.334291,UC1I-wWC6QxyoV1vdAuAUGDw,3497376,38903,877
55,AOBI37W2x1o,2022-11-12 17:22:53.334291,UC1I-wWC6QxyoV1vdAuAUGDw,14670599,117523,1507
56,XmtJxUVaFdU,2022-11-12 17:22:53.334291,UC1I-wWC6QxyoV1vdAuAUGDw,10417798,115164,4008
57,E1OjQ_3kh4A,2022-11-12 17:22:53.334291,UC1I-wWC6QxyoV1vdAuAUGDw,87418162,582757,15699
58,CPoyTKU1Cys,2022-11-12 17:22:53.334291,UC1I-wWC6QxyoV1vdAuAUGDw,14399125,119751,2501
59,Nvu7738ig-Y,2022-11-12 17:22:53.334291,UC1I-wWC6QxyoV1vdAuAUGDw,2224655,32314,881
60,qJcuw3Qtc14,2022-11-12 17:22:53.334291,UC1I-wWC6QxyoV1vdAuAUGDw,641070,7838,160
61,vn54x2zvcUE,2022-11-12 17:22:53.334291,UC1I-wWC6QxyoV1vdAuAUGDw,3629618,30604,419
62,d1syAZqvlGo,2022-11-12 17:22:53.334291,UC1I-wWC6QxyoV1vdAuAUGDw,637768,7633,143
63,49kmfb93h_Q,2022-11-12 17:22:53.334291,UC1I-wWC6QxyoV1vdAuAUGDw,591803,6055,117
64,A4QlDHIjcts,2022-11-12 17:22:53.334291,UC1I-wWC6QxyoV1vdAuAUGDw,2310293,27879,438
65,PLUi2tIpx-0,2022-11-12 17:22:53.334291,UC1I-wWC6QxyoV1vdAuAUGDw,864073,8473,181
66,ZdfTJa7d1hk,2022-11-12 17:22:53.334291,UC1I-wWC6QxyoV1vdAuAUGDw,2627541,18395,319
67,fo5Xr0RsujA,2022-11-12 17:22:53.334291,UC1I-wWC6QxyoV1vdAuAUGDw,4823647,44995,490
68,gQAYZRKBB0k,2022-11-12 17:22:53.334291,UC1I-wWC6QxyoV1vdAuAUGDw,1251785,15103,182
69,wr3pQw50Y6g,2022-11-12 17:22:53.334291,UC1I-wWC6QxyoV1vdAuAUGDw,1468294,14789,251
70,xBEg6n8zAI0,2022-11-12 17:22:53.334291,UC1I-wWC6QxyoV1vdAuAUGDw,738449,7881,189
71,jTb_aoVjiWU,2022-11-12 17:22:53.334291,UC1I-wWC6QxyoV1vdAuAUGDw,7149785,50043,775
72,a9vUReZDcGU,2022-11-12 17:22:53.334291,UC1I-wWC6QxyoV1vdAuAUGDw,1265927,17233,553
73,Uodq2uDxnPc,2022-11-12 17:22:53.334291,UC1I-wWC6QxyoV1vdAuAUGDw,579454,8586,343
74,dZgUMESFAaw,2022-11-12 17:22:53.334291,UC1I-wWC6QxyoV1vdAuAUGDw,10353447,64873,993
75,vQkdD5w6vyE,2022-11-12 17:22:53.334291,UC1I-wWC6QxyoV1vdAuAUGDw,8583385,68648,1055
76,86N81xh1Lrg,2022-11-12 17:22:53.334291,UCVUaz3RaaHZ4OUODMClYpGw,44175,1584,106
77,ZsS1_CZpM9w,2022-11-12 17:22:53.334291,UCVUaz3RaaHZ4OUODMClYpGw,30001,1141,98
78,H2504Lt94A0,2022-11-12 17:22:53.334291,UCVUaz3RaaHZ4OUODMClYpGw,16352,518,13
79,JI2pqbG7yGQ,2022-11-12 17:22:53.334291,UCVUaz3RaaHZ4OUODMClYpGw,7155,261,4
80,c9_4lYJoVTU,2022-11-12 17:22:53.334291,UCVUaz3RaaHZ4OUODMClYpGw,20344,665,23
81,kGpvsHxSU40,2022-11-12 17:22:53.334291,UCVUaz3RaaHZ4OUODMClYpGw,15357,471,13
82,wYaur0m41yE,2022-11-12 17:22:53.334291,UCVUaz3RaaHZ4OUODMClYpGw,17140,550,25
83,Cgj3uVJ7Mow,2022-11-12 17:22:53.334291,UCVUaz3RaaHZ4OUODMClYpGw,15281,529,19
84,Tg86KA97DLE,2022-11-12 17:22:53.334291,UCVUaz3RaaHZ4OUODMClYpGw,13039,406,9
85,VKwqWiQPokY,2022-11-12 17:22:53.334291,UCVUaz3RaaHZ4OUODMClYpGw,335667,7132,292
86,KWYO69crEKI,2022-11-12 17:22:53.334291,UCVUaz3RaaHZ4OUODMClYpGw,66124,2310,64
87,be1ZFLeZArw,2022-11-12 17:22:53.334291,UCVUaz3RaaHZ4OUODMClYpGw,108328,3439,190
88,qTV3n2j_548,2022-11-12 17:22:53.334291,UCVUaz3RaaHZ4OUODMClYpGw,32416,1246,55
89,YlcVTRaQ7xo,2022-11-12 17:22:53.334291,UCVUaz3RaaHZ4OUODMClYpGw,71241,2350,112
90,_FyYyPGGSsU,2022-11-12 17:22:53.334291,UCVUaz3RaaHZ4OUODMClYpGw,76032,2432,172
91,UM308F0gZ4Y,2022-11-12 17:22:53.334291,UCVUaz3RaaHZ4OUODMClYpGw,320256,8155,230
92,QflhWTRAkSk,2022-11-12 17:22:53.334291,UCVUaz3RaaHZ4OUODMClYpGw,62905,1909,86
93,zsNZX2ae_J8,2022-11-12 17:22:53.334291,UCVUaz3RaaHZ4OUODMClYpGw,113942,3872,111
94,v215S4I0F7M,2022-11-12 17:22:53.334291,UCVUaz3RaaHZ4OUODMClYpGw,190645,5958,369
95,DXbS31KvWR0,2022-11-12 17:22:53.334291,UCVUaz3RaaHZ4OUODMClYpGw,180995,5844,451
96,4L8QRUxJYb8,2022-11-12 17:22:53.334291,UCVUaz3RaaHZ4OUODMClYpGw,502367,8905,186
97,A-VzeEncDxE,2022-11-12 17:22:53.334291,UCVUaz3RaaHZ4OUODMClYpGw,378817,5445,137
98,HjZsR8Ww5g8,2022-11-12 17:22:53.334291,UCVUaz3RaaHZ4OUODMClYpGw,360927,5293,281
99,OEcfq7-zpOo,2022-11-12 17:22:53.334291,UCVUaz3RaaHZ4OUODMClYpGw,480167,6727,232
100,S40FrG0D3jE,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,270756,3781,91
101,nldZavZM6qg,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,238150,3064,103
102,uJQNzCAtzdk,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,404319,4937,148
103,ZC_bdZbTV3Y,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,1706378,21636,557
104,VqpI1donq4I,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,1416849,28873,1164
105,7Mz0QBIIqNM,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,950227,19321,1623
106,jGMu9HO3X4g,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,2551474,54049,1714
107,pjXFnhhzTOs,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,688144,17155,522
108,RRxfHMLXz9c,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,662583,16424,297
109,NlNTcbJUtfA,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,110131,3431,87
110,WPdzylqH5ZU,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,119097,5607,195
111,HoPHBxbK93U,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,2942985,48177,1358
112,KLKAyLea9Z0,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,367231,8174,304
113,ZIgHZy1wxo4,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,120603,4121,70
114,-A1C9UI00Yk,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,70175,1740,24
115,E0bleLuU6A0,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,35578,1047,23
116,GXq-jQ-DW-4,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,54671,1675,51
117,QCo8oTk9NOk,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,75617,1792,72
118,fluYAbe7NX8,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,136037,4134,75
119,kZpd4brS7xU,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,92543,2184,48
120,xCbsdIi0GwA,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,68307,1752,64
121,GXo9MGiHUr0,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,1694680,32441,656
122,tKFsbZLuNx0,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,167107,5932,184
123,_5Tcgq2-wqo,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,715687,11733,269
124,r630GxdXjsI,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,8809520,103809,1913
125,xWqmptUYia0,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,408593,11713,294
126,DLi8lN4Goic,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,584529,15080,406
127,C7u96iGsntE,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,118343,3959,189
128,2IviamTgnCU,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,614561,16440,353
129,mSA2DTR_kF0,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,364212,11204,427
130,MtByQaGtQng,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,20775194,194002,3929
131,g3bU90Qi-w0,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,323645,9674,426
132,zi90mFUTQ3Y,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,57336,1834,172
133,NsXF0D-kOyM,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,66109,2427,139
134,ymNVjsv1W_E,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,128094,4896,146
135,6ki-rA4Nt70,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,129738,3478,80
136,7rB5a4QQUec,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,91068,2325,61
137,ZFtEgHbFJHk,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,200169,4355,106
138,od2LnnAN2I4,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,126633,2498,66
139,tEthOfXHOI4,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,73964,1751,29
140,xxPspUNVudw,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,196834,3951,121
141,EWJZGImJHOY,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,23906523,225711,4315
142,VFGF9HKMbAI,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,89949,3335,126
143,mcGSa2D5V_k,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,100758,3347,205
144,QuVuR7ETAP0,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,549253,12873,333
145,09EJ4swwys4,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,85208,2206,69
146,2-ueyFHiLuU,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,55182,1504,34
147,7FmQ_cTvQSY,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,82235,2103,38
148,Bbpeys9t6oA,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,107468,2746,82
149,CG8JJiMnUsE,2022-11-12 17:22:53.672454,UCVUaz3RaaHZ4OUODMClYpGw,195934,4676,98
150,H8-xdqyRSZs,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,152167,4265,75
151,dOUbUbdOM-Y,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,98829,2736,64
152,d_c4oa656b0,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,187414,4150,63
153,A-1QRSZmmaQ,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,228281,6628,219
154,kbuj2w0RoDE,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,313161,9263,382
155,c4D3YR2Is0M,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,1525051,28326,666
156,30D_WFRWbdI,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,359722,9425,339
157,COhB1d5a2jM,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,445695,11375,358
158,Nhd7pcaXpDA,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,712044,19199,671
159,WnDuD23IO0I,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,1838812,32073,771
160,UQoZBp-i4EM,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,73633,3007,117
161,rkd-XkSQbvk,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,585807,14498,491
162,ObKyZhqe7Us,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,38476,1586,94
163,04WFyOY8H4o,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,4355271,30563,455
164,a8mmg_cGgZo,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,99543,1407,43
165,f6zHo6Gc-QA,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,2386914,27119,428
166,tnRgDDt-M5k,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,414187,5911,161
167,EZc74Xqmlyc,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,1688800,17029,293
168,MFoROwSGl4Y,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,1873407,24848,395
169,YromhKfllI8,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,1623878,13500,153
170,fY2b05h8nPs,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,2855470,21371,326
171,n9N8GIG00vQ,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,2394364,19126,398
172,8mhDoKWyulA,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,3865692,56348,1597
173,OJG3zTso4WI,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,6199678,63684,1358
174,5csIOixjAj4,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,143906,6687,232
175,ziyt1t_i2dA,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,4865796,64058,1382
176,r0KM996Vs8I,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,6491023,89197,2093
177,2-H3_rxrV_8,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,710717,14867,400
178,PbTkCa29VIY,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,670037,15134,540
179,x9mgjdUzpBE,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,3381206,39303,866
180,xqbLtNKanvs,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,64731,1276,51
181,-S-WvQUu7Hc,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,59337,1412,63
182,1BaXB0q6YUE,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,30812,552,18
183,4-_lqCcsw94,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,63858,1178,64
184,GeSHSmhPpZc,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,68743,1130,42
185,Lwc1I-BHvGE,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,43206,712,20
186,NP4hlwaW5wg,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,39008,1047,44
187,YPEvfRdGYSE,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,103475,3242,132
188,ttwFsEWxEFk,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,69443,2123,80
189,z3nOdbOLLrM,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,147313,3728,95
190,zdNhC2oatIs,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,32211,594,23
191,CYL236np92A,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,241705,7685,194
192,T_iyxE_Jpiw,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,601584,16308,406
193,C776b7ysovI,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,119115,3926,184
194,A4JOF1cRYsI,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,22145924,205921,3521
195,LxU1X64gTrk,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,76317,3380,133
196,2jVnYPFB4mM,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,63453,1893,66
197,AE44tDKF9ro,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,25989,953,36
198,Lin7KdwIwCc,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,34238,712,18
199,Ueri-CPYaQY,2022-11-12 17:22:54.056541,UCVUaz3RaaHZ4OUODMClYpGw,30657,1250,46
200,_Zoa4d_yvKE,2022-11-12 17:22:54.531304,UCVUaz3RaaHZ4OUODMClYpGw,26498,826,23
201,frhy3WK2zg4,2022-11-12 17:22:54.531304,UCVUaz3RaaHZ4OUODMClYpGw,13063,449,11
202,jSwir-afHLU,2022-11-12 17:22:54.531304,UCVUaz3RaaHZ4OUODMClYpGw,35053,1108,39
203,jlEX1hsINic,2022-11-12 17:22:54.531304,UCVUaz3RaaHZ4OUODMClYpGw,50178,806,28
204,2L1tBMUcYkw,2022-11-12 17:22:54.531304,UCVUaz3RaaHZ4OUODMClYpGw,134989,5097,190
205,Wkc-L8lZmqc,2022-11-12 17:22:54.531304,UCVUaz3RaaHZ4OUODMClYpGw,198750,6612,206
206,bnlDiYJJcdw,2022-11-12 17:22:54.531304,UCVUaz3RaaHZ4OUODMClYpGw,21050,793,34
207,st_yNJ2G6lM,2022-11-12 17:22:54.531304,UCVUaz3RaaHZ4OUODMClYpGw,82065,4185,167
208,wpvx1biY9Vs,2022-11-12 17:22:54.531304,UCVUaz3RaaHZ4OUODMClYpGw,772385,15720,414
209,QqcOpoetqdM,2022-11-12 17:22:54.531304,UCVUaz3RaaHZ4OUODMClYpGw,68281,2836,124
210,OPdWjFkpQ5I,2022-11-12 17:22:54.531304,UCVUaz3RaaHZ4OUODMClYpGw,52161,1996,95
211,L4tVoiqXUJQ,2022-11-12 17:22:54.531304,UCVUaz3RaaHZ4OUODMClYpGw,65765,2729,92
212,1LvZZdKJrtQ,2022-11-12 17:22:54.531304,UCVUaz3RaaHZ4OUODMClYpGw,139330,4676,173
213,REppe1jvxlo,2022-11-12 17:22:54.531304,UCVUaz3RaaHZ4OUODMClYpGw,140744,7635,169
214,w93r5CfJHtM,2022-11-12 17:22:54.531304,UCVUaz3RaaHZ4OUODMClYpGw,169364,5965,140
215,hO56VkDnBY4,2022-11-12 17:22:54.531304,UCVUaz3RaaHZ4OUODMClYpGw,531515,27369,887
216,HI7EREJBcJQ,2022-11-12 17:22:54.531304,UCVUaz3RaaHZ4OUODMClYpGw,304145,13158,366
217,nf4v_SxmAH8,2022-11-12 17:22:54.531304,UCVUaz3RaaHZ4OUODMClYpGw,789725,26634,696
218,osrQcIkN0Pg,2022-11-12 17:22:54.531304,UCVUaz3RaaHZ4OUODMClYpGw,606715,31271,693
219,2PG8CkCA86I,2022-11-12 17:22:54.531304,UCVUaz3RaaHZ4OUODMClYpGw,6026389,171935,3536
220,DWpWnD4TMSE,2022-11-12 17:22:54.531304,UCVUaz3RaaHZ4OUODMClYpGw,141676,4739,278
221,9t6NctvIAwg,2022-11-12 17:22:54.531304,UCVUaz3RaaHZ4OUODMClYpGw,763832,13608,161
222,NUqjsuCr884,2022-11-12 17:22:54.531304,UCVUaz3RaaHZ4OUODMClYpGw,276087,5172,69
223,PXZLN39lGdY,2022-11-12 17:22:54.531304,UCVUaz3RaaHZ4OUODMClYpGw,213088,6857,173
