,video_id,channelTitle,title,description,tags,publishedAt,duration,definition,caption
0,br0Yv4mmdNw,ANTIHYPE,Sarius - Adam Sławny (prod. Wowo),1033,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent', 'adam', 'sławny', 'fame', 'fame mma 15', 'stado', 'nocny', 'joker', 'bon voyage', 'sarius słoń', 'sarius fame', 'sarius fame mma', 'fame mma', 'sarius wrzosek', 'quattro', 'wowo', 'adam sławny']",2022-09-22T08:55:28Z,PT3M53S,hd,false
1,nFZKL6Y8FNE,ANTIHYPE,Sarius feat. Kubańczyk - Quattro (prod. Wowo),1231,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent', 'stado', 'nocny', 'joker', 'bon voyage', 'sarius słoń', 'sarius fame', 'sarius fame mma', 'fame mma', 'sarius wrzosek', 'kubańczyk', 'quattro', 'quatro', 'wowo']",2022-08-26T22:17:59Z,PT3M22S,hd,false
2,8zXff3Bj17E,ANTIHYPE,Sarius - Stado (prod. NOCNY),939,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent', 'stado', 'nocny', 'joker', 'bon voyage', 'sarius słoń', 'sarius fame', 'sarius fame mma', 'fame mma', 'sarius wrzosek']",2022-08-11T09:56:27Z,PT3M34S,hd,false
3,wcYTxV2FUMM,ANTIHYPE,Sarius - Joker (prod. soSpecial),915,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent', 'sarius joker', 'sospecial', 'sarius słoń', 'sarius bon voyage', 'sarius fame mma', 'sarius wrzosek', 'sarius fejm', 'sarius heath ledger']",2022-07-21T08:04:16Z,PT2M59S,hd,false
4,hV462re6vWY,ANTIHYPE,Sarius feat. Słoń - Bon Voyage (prod. soSpecial),1247,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent', 'słoń', 'sarius słoń bon voyage', 'sospecial', 'wsrh', 'breain dead familia', 'sarius rogal najshajs', 'bdf', 'sicario', 'antihype 2', 'wszystko co złe', 'pierwszy dzień po końcu świata', 'powiedział mi ktoś', 'ziom z papieru', 'redrum', 'yeah bwoy', 'dziecko wojny', 'nie widac po mnie']",2022-06-30T09:54:31Z,PT3M16S,hd,false
5,cPlfRfHAzl4,ANTIHYPE,kuba hejz - rozdział II,828,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent', 'hvzx', 'rozdział II', 'kuba hejz', 'hejzu', 'feno', 'kuba hejz rozdział II']",2022-05-02T10:19:01Z,PT4M4S,hd,false
6,Jv2Eoj-qGXI,ANTIHYPE,Hooligan Peach & Feno - KIESZENIE,806,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent', 'hooligan peach', 'hooligan', 'peach', 'feno', 'kieszenie']",2022-02-25T10:58:03Z,PT3M23S,hd,false
7,Nx11ExSQdd8,ANTIHYPE,Feno - Pan W Proch Czy W Pył (prod. Plughub),1142,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent', 'floral bugs', 'feno', 'endorfiny', 'feno gesty', 'feno transgresja', 'feno floral', 'feno sarius', 'feno części', 'feno monami', 'pan w proch czy w pył', 'feno pan w proch']",2022-01-21T12:43:49Z,PT2M57S,hd,false
8,zqB1oZ_tjVI,ANTIHYPE,Feno - Monami (prod. Plughub),1288,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent', 'floral bugs', 'feno', 'endorfiny', 'feno gesty', 'feno transgresja', 'feno floral', 'feno sarius', 'feno części', 'feno monami']",2022-01-14T12:15:11Z,PT3M2S,hd,false
9,2U8rXzuWRM4,ANTIHYPE,Feno feat. Floral Bugs - Endorfiny (prod. Plughub),1356,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent', 'floral bugs', 'feno', 'endorfiny', 'feno gesty', 'feno transgresja', 'feno floral', 'feno sarius', 'feno części']",2022-01-06T09:55:40Z,PT3M43S,hd,false
10,0ix9KfGLJJg,ANTIHYPE,Feno - Iskry (prod. Ramzes),1408,"['feno', 'ramzes', 'gesty', 'sarius', 'antihype', 'label', 'rap', 'video', 'hip-hop', 'zamieć', 'rng', 'młode wilki', 'młody stańczyk', 'wiking', 'feno części', 'sarius części']",2021-12-16T13:06:21Z,PT2M52S,hd,false
11,9274H6ypjSo,ANTIHYPE,Feno feat. Sarius - Części (prod. HVZX),999,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent', 'feno', 'ramzes', 'gesty', 'label', 'zamieć', 'rng', 'młode wilki', 'młody stańczyk', 'wiking', 'feno sarius części']",2021-10-28T14:41:31Z,PT3M6S,hd,false
12,CicNr3noyMM,ANTIHYPE,Sarius - Analog (prod. HVZX),1491,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'analog', 'winyle', 'hvzx', 'antihype dwa', 'sarius testy']",2021-10-14T12:09:15Z,PT2M53S,hd,false
13,fB8dHO7H0YI,ANTIHYPE,Sarius - Twój Stary To Sarius (prod. DR AP),686,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent', 'twoj stary', 'dr ap']",2021-07-30T10:36:52Z,PT3M52S,hd,false
14,1Bh4Qplb208,ANTIHYPE,Sarius feat. TPS - Na Starych Śmieciach (prod. Jacon),976,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent', 'baranovski', 'lubię być z nią', 'czułe miejsce', 'sarius uparty i wściekły', 'waldemar kasta', 'kasta squad', 'tps', 'sarius tps', 'na starych śmieciach']",2021-07-06T10:54:23Z,PT3M14S,hd,false
15,4rjGpXMptqs,ANTIHYPE,Sarius feat. Tymek - Nie Zrozumiesz (prod. HVZX),1353,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent', 'antihype 2', 'tymek', 'nie zrozumiesz', 'hvzx']",2021-06-25T13:20:16Z,PT2M40S,hd,false
16,KQRzz3AQXqA,ANTIHYPE,Sarius feat. HVZX - Nigdy Nie Mogłem Zapamiętać (prod. HVZX),1300,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent', 'antihype 2', 'hvzx', 'nigdy nie mogłem zapamiętać']",2021-06-25T13:20:16Z,PT3M34S,hd,false
17,LPGyHqdQP_8,ANTIHYPE,Sarius feat. Tau - Nie Wiem Jak... (prod. HVZX),1337,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent', 'wiking', 'nie wiem jak', 'antihype 2', 'tau', 'hvzx']",2021-06-25T13:20:16Z,PT4M41S,hd,false
18,SYJzX2XqSw8,ANTIHYPE,Sarius - Pejzaże (prod. HVZX),1230,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent', 'antihype 2', 'hvzx', 'pejzaże']",2021-06-25T13:20:16Z,PT3M12S,hd,false
19,gt2Gr2eeKJA,ANTIHYPE,"Sarius feat. Kaz Bałagane, Paluch - Dźwięki Klasyki (prod. Louis Villain)",1538,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent', ""i'scream"", 'paluch', 'kaz bałagane', 'wiking', 'antihype 2']",2021-06-25T13:20:16Z,PT4M30S,hd,false
20,mOFOwz5jXgk,ANTIHYPE,Sarius - 29 Lutego (prod. Louis Villain),1268,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent', 'testy', 'sarius mery', 'miło było pana poznać', 'królestwo kobiet', 'jutrzenka', 'worek', ""i'scream"", '29 Lutego', 'louis villain', 'avi', 'asp', 'antihype 2']",2021-06-25T13:20:16Z,PT4M22S,hd,false
21,mdmYVozAk3A,ANTIHYPE,Sarius feat. Kizo - Parasole (prod. Magiera),1352,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent', 'antihype 2', 'kizo', 'parasole']",2021-06-25T13:20:16Z,PT2M29S,hd,false
22,zhGmGgQ6a1c,ANTIHYPE,Sarius - Joseph Conrad (prod. PSR),1241,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent', 'wiking', 'joseph conrad', 'sarius joseph conrad', 'psr', 'antihype 2']",2021-06-25T13:20:16Z,PT3M27S,hd,false
23,97eic8prQt8,ANTIHYPE,Sarius - Jutrzenka (prod. Worek x I'Scream),1868,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent', 'testy', 'sarius mery', 'miło było pana poznać', 'królestwo kobiet', 'jutrzenka', 'worek', ""i'scream""]",2021-06-17T09:03:01Z,PT4M18S,hd,false
24,2wOr8Mlb058,ANTIHYPE,Feno - Gesty (prod. Ramzes),1441,"['feno', 'ramzes', 'gesty', 'sarius', 'antihype', 'label', 'rap', 'video', 'hip-hop', 'zamieć', 'rng', 'młode wilki', 'młody stańczyk', 'wiking']",2021-06-10T09:40:56Z,PT2M47S,hd,false
25,EspLsJST0oM,ANTIHYPE,Sarius feat. Mery Spolsky - Testy (prod. NOCNY),2271,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent', 'testy', 'sarius mery', 'mery spolsky', 'bigotka', 'miło było pana poznać', 'kayah', 'królestwo kobiet']",2021-06-07T10:56:05Z,PT3M6S,hd,false
26,_m9iczZHd_M,ANTIHYPE,Sarius - Uparty i Wściekły (prod. Jacon),1575,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent', 'baranovski', 'lubię być z nią', 'czułe miejsce', 'sarius uparty i wściekły', 'waldemar kasta', 'kasta squad']",2021-05-13T08:49:16Z,PT2M42S,hd,false
27,J5tQTdcqguU,ANTIHYPE,Sarius feat. BARANOVSKI - Ogień W Żyłach (prod. Czarny HIFI),1681,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent', 'baranovski', 'lubię być z nią', 'czułe miejsce']",2021-04-30T08:58:34Z,PT2M27S,hd,false
28,S_lUVKiAGkE,ANTIHYPE,Sarius feat. Szpaku - Zapomnij O Mnie (prod. HVZX),2011,"['sarius', 'antihype', 'biały lew', 'bialy lew', 'antihype dwa', 'antihype 2', 'atutowy', 'rap', 'hip-hop', 'trap', 'drill', 'muzyka', 'video', 'official video', 'wiking', 'wiosna', 'pierwszy dzień po końcu świata', 'wszystko co zle', 'gibbs', 'hvzx', 'szpaku', 'dobry chłopak', 'gugu', 'atypowy', 'bor']",2021-04-15T08:59:29Z,PT3M25S,hd,false
29,t63eX1mEMzo,ANTIHYPE,Sarius - Biały Lew (prod. @atutowy),2668,"['sarius', 'antihype', 'biały lew', 'bialy lew', 'antihype dwa', 'antihype 2', 'atutowy', 'rap', 'hip-hop', 'trap', 'drill', 'muzyka', 'video', 'official video', 'wiking', 'wiosna', 'pierwszy dzień po końcu świata', 'wszystko co zle', 'gibbs', 'hvzx']",2021-04-06T07:58:54Z,PT3M8S,hd,false
30,nlV-hmwQST8,ANTIHYPE,Sarius - Złość (prod. HVZX),1541,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent']",2020-10-22T08:48:58Z,PT3M44S,hd,false
31,IBvR6FATUPQ,ANTIHYPE,Sarius x Sir Mich x Grzegorz Skawiński - Bard,2381,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent', 'gienek loska', 'sir mich', 'grzegorz skawiński', 'bard', 'wiking']",2020-10-02T10:51:57Z,PT3M44S,hd,false
32,-yOxVTcMX1k,ANTIHYPE,SARIUS #HOT16CHALLENGE2,2125,"['sarius', 'antihype', 'hvzx', 'zaniemovie', 'wszystko co zle', 'pdpks', 'hot16', 'hot16challenge', 'hot16challenge2', 'wiking', 'pierwszy dzien po koncu swiata']",2020-05-05T19:54:24Z,PT2M11S,hd,false
33,bFZgn7ZYlgY,ANTIHYPE,"Sarius - Złota Płyta ""PDPKŚ""",413,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'pdpkś', 'pierwszy dzień', 'po końcu świata']",2020-02-26T15:10:58Z,PT2M28S,hd,false
34,Xbe5T2bqWHk,ANTIHYPE,Sarius - Nie Widać Po Mnie (prod. HVZX),897,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent', 'nie widać po mnie', 'sarius kurtyna', 'sarius wiking', 'hvzx', 'klip']",2020-01-30T16:32:02Z,PT4M9S,hd,false
35,xJbjJznXtkE,ANTIHYPE,Sarius - Trumna (prod. Gibbs),2115,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent', 'sarius trumna', 'sarius pdpks', 'sarius sam', 'sarius wampir', 'trumna']",2019-12-12T13:24:58Z,PT4M20S,hd,false
36,rxLeNe7-9oE,ANTIHYPE,Sarius - Pokój (prod. Gibbs),660,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent', 'sarius pokój']",2019-10-03T16:12:57Z,PT4M44S,hd,false
37,Khfe9ExY7-g,ANTIHYPE,Sarius - Ciemność (prod. Gibbs),666,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent', 'sarius ciemność']",2019-09-29T15:53:48Z,PT4M41S,hd,false
38,wMfqKemmURU,ANTIHYPE,Sarius - Cichy Śpiew (prod. Gibbs),671,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent']",2019-09-22T17:36:09Z,PT2M58S,hd,false
39,SUbI4-JlkWE,ANTIHYPE,Sarius - Na Zawsze (prod. Gibbs),667,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent', 'na zawsze', 'sarius na zawsze']",2019-09-16T15:39:20Z,PT2M51S,hd,false
40,wmc6irOV58A,ANTIHYPE,Sarius - Bentley (prod. Gibbs),664,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent', 'bentley']",2019-09-11T17:23:52Z,PT2M52S,hd,false
41,Ebc0f2MPyTU,ANTIHYPE,Sarius - Zalatani (prod. HVZX),1415,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent', 'sarius zalatani', 'zalatani', 'hvzx']",2019-08-28T08:54:59Z,PT3M5S,hd,false
42,l-CuM6bUVQ0,ANTIHYPE,Sarius - Wampir (prod. Gibbs),1145,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'wiking', 'mlody weles', 'młody weles', 'sarius mlody weles', 'pierwszy dzień po końcu świata', 'pierwszy dzien po koncu swiata', 'sarius am', 'sam', 'pdkps', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent']",2019-08-20T09:48:27Z,PT3M36S,hd,false
43,FyBWQgefyFk,ANTIHYPE,Sarius - Młody Weles (prod. Gibbs),1051,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'wiking', 'mlody weles', 'młody weles', 'sarius mlody weles', 'pierwszy dzień po końcu świata', 'pierwszy dzien po koncu swiata', 'sarius am', 'sam', 'pdkps', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent']",2019-08-13T12:01:40Z,PT2M57S,hd,false
44,mYz9PglBGmc,ANTIHYPE,Sarius - Sam (prod. Gibbs),1863,"['sarius', 'sam', 'pierwszy dzien po koncu swiata', 'pierwszy dzień po końcu świata', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent', 'sarius sam', 'sarius gibbs', 'sarius sam gibbs']",2019-07-29T17:15:05Z,PT2M52S,hd,false
45,rqGyVXuLpuc,ANTIHYPE,Sarius - Pierwszy Dzień Po Końcu Świata (prod. Gibbs),1812,"['sarius', 'antihype', 'pierwszy dzien po koncu swiata', 'pdpks', 'gibbs', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'zmora', 'wiking', 'wiosna', 'kurtyna', 'to co chcesz', 'antyhajp', 'czasem', 'najshajs', 'rogal ddl', 'mariusz', 'dziedzic korony', 'gadaj do rzeczy', 'dziecko wojny', 'dobry chłopak']",2019-07-11T09:17:29Z,PT2M35S,hd,false
46,12ymDx5dyso,ANTIHYPE,Sarius - ZMORA (prod. Gibbs),2073,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent', 'zmora', 'wiking']",2018-12-16T17:55:45Z,PT3M13S,hd,false
47,1UxbwgtHtdk,ANTIHYPE,Sarius - Zasięg (prod. Gibbs),1671,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent', 'sarius definicja', 'niewygodny', 'wiking', 'zasięg', 'dobry chłopak', 'gadaj do rzeczy', 'gedz', 'dziecko wojny', 'sarius dziecko', 'szpaku', 'sarius dobry chłopak', 'wspaniały i wielki', 'wszystko co złe']",2018-11-16T10:43:35Z,PT3M43S,hd,false
48,YjRTC-HUM74,ANTIHYPE,Sarius feat. Szpaku - Dobry Chłopak (prod. Gibbs),1744,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent', 'sarius definicja', 'niewygodny', 'wiking', 'zasięg', 'dobry chłopak', 'gadaj do rzeczy', 'gedz', 'dziecko wojny', 'sarius dziecko', 'szpaku', 'sarius dobry chłopak', 'wspaniały i wielki', 'wszystko co złe']",2018-11-16T10:43:27Z,PT3M33S,hd,false
49,0Dm8BIq2-7g,ANTIHYPE,Sarius - Wszystko Co Złe (prod. KPSN),1681,"['sarius', 'antihype', 'wszystko', 'co', 'zle', 'rap', 'hip-hop', 'hip', 'hop', 'muzyka', 'teledysk', 'video', 'wiosna', 'gibbs', 'kpsn', 'kurtyna', 'więzi', 'dziedzic', 'korony', 'czasem', 'mariusz', 'to', 'antyhajp', 'asfalt', 'stoprocent', 'sarius definicja', 'niewygodny', 'wiking', 'zasięg', 'dobry chłopak', 'gadaj do rzeczy', 'gedz', 'dziecko wojny', 'sarius dziecko', 'szpaku', 'sarius dobry chłopak', 'wspaniały i wielki', 'wszystko co złe']",2018-11-12T18:42:41Z,PT3M1S,hd,false
